Date,Recovered,Cumulative Recovered,Imported Case,Local Case,Active Case,New Case,Cumulative Case,ICU,Ventilator,Death,Cumulative Death,SMA_new,EMA_0.1,EMA_0.3,SMA_death
2021-04-06,1412,337868,24.0,1276.0,14161,1300,353329,189,88,5,1300,1330.14,1335.67,1282.65,5.0
2021-04-07,1199,339067,13.0,1126.0,14097,1139,354468,194,86,4,1304,1281.14,1316.01,1239.55,4.57
2021-04-08,1175,340242,17.0,1268.0,14203,1285,355753,186,81,4,1308,1296.43,1312.9,1253.19,4.29
2021-04-09,1247,341489,20.0,1834.0,14805,1854,357607,169,79,5,1313,1376.43,1367.01,1433.43,4.29
2021-04-10,1248,342737,5.0,1505.0,15059,1510,359117,194,81,8,1321,1358.14,1381.31,1456.4,5.0
2021-04-11,1216,343953,8.0,1731.0,15574,1739,360856,183,81,8,1329,1413.86,1417.08,1541.18,5.86
2021-04-12,1052,345005,12.0,1305.0,15835,1317,362173,188,84,4,1333,1449.14,1407.07,1473.93,5.43
2021-04-13,1290,346295,9.0,1758.0,16300,1767,363940,199,82,12,1345,1515.86,1443.07,1561.85,6.43
2021-04-14,1485,347780,6.0,1883.0,16696,1889,365829,204,79,8,1353,1623.0,1487.66,1659.99,7.0
2021-04-15,1259,349039,19.0,2129.0,17575,2148,367977,212,82,10,1363,1746.29,1553.69,1806.4,7.86
