Date,Recovered,Cumulative Recovered,Imported Case,Local Case,Active Case,New Case,Cumulative Case,ICU,Ventilator,Death,Cumulative Death,URL
25-11-20,2348,46501,,,,970,59817,110,47,4,345,https://kpkesihatan.com/2020/11/25/kenyataan-akhbar-kpk-25-november-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
26-11-20,2555,49056,,,,935,60752,110,45,3,348,https://kpkesihatan.com/2020/11/26/kenyataan-akhbar-kpk-26-november-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
27-11-20,1148,50204,,,,1109,61861,113,41,2,350,https://kpkesihatan.com/2020/11/27/kenyataan-akhbar-kpk-27-november-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
28-11-20,1110,51314,,,,1315,63176,118,43,4,354,https://kpkesihatan.com/2020/11/28/kenyataan-akhbar-kpk-28-november-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
29-11-20,1333,52647,,,,1309,64485,116,42,3,357,https://kpkesihatan.com/2020/11/29/kenyataan-akhbar-kpk-29-november-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
30-11-20,2112,54759,,,,1212,65697,113,42,3,360,https://kpkesihatan.com/2020/11/30/kenyataan-akhbar-kpk-30-november-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
01-12-20,1552,56311,,,,1472,67169,120,44,3,363,https://kpkesihatan.com/2020/12/01/kenyataan-akhbar-kpk-1-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
02-12-20,658,56969,,,,851,68020,122,47,2,365,https://kpkesihatan.com/2020/12/02/kenyataan-akhbar-kpk-2-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
03-12-20,948,57917,,,,1075,69095,116,46,11,376,https://kpkesihatan.com/2020/12/03/kenyataan-akhbar-kpk-3-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
04-12-20,1144,59061,,,,1141,70236,129,53,0,376,https://kpkesihatan.com/2020/12/04/kenyataan-akhbar-kpk-4-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
05-12-20,1143,60204,,,,1123,71359,130,54,4,380,https://kpkesihatan.com/2020/12/05/kenyataan-akhbar-kpk-5-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
06-12-20,1069,61273,,,,1335,72694,126,57,2,382,https://kpkesihatan.com/2020/12/06/kenyataan-akhbar-kpk-6-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
07-12-20,1033,62306,,,,1600,74294,129,57,2,384,https://kpkesihatan.com/2020/12/07/kenyataan-akhbar-kpk-7-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
08-12-20,1750,64056,,,,1012,75306,126,62,4,388,https://kpkesihatan.com/2020/12/08/kenyataan-akhbar-kpk-8-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
09-12-20,1068,65124,,,,959,76265,127,61,5,393,https://kpkesihatan.com/2020/12/09/kenyataan-akhbar-kpk-9-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
10-12-20,1112,66236,,,,2234,78499,124,60,3,396,https://kpkesihatan.com/2020/12/10/kenyataan-akhbar-kpk-9-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia-2/
11-12-20,937,67173,,,,1810,80309,123,63,6,402,https://kpkesihatan.com/2020/12/11/kenyataan-akhbar-kpk-11-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
12-12-20,911,68084,,,,1937,82246,121,66,9,411,https://kpkesihatan.com/2020/12/12/kenyataan-akhbar-kpk-12-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
13-12-20,1309,69393,,,,1229,83475,115,65,4,415,https://kpkesihatan.com/2020/12/13/kenyataan-akhbar-kpk-13-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
14-12-20,1204,70597,,,,1371,84846,114,62,4,419,https://kpkesihatan.com/2020/12/14/kenyataan-akhbar-kpk-14-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
15-12-20,1084,71681,,,,1772,86618,118,56,3,422,https://kpkesihatan.com/2020/12/15/kenyataan-akhbar-kpk-15-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
16-12-20,1052,72733,,,,1295,87913,113,53,7,429,https://kpkesihatan.com/2020/12/16/kenyataan-akhbar-kpk-16-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
17-12-20,1297,74030,,,,1220,89133,106,53,3,432,https://kpkesihatan.com/2020/12/17/kenyataan-akhbar-kpk-17-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
18-12-20,1214,75244,,,,1683,90816,106,51,0,432,https://kpkesihatan.com/2020/12/18/kenyataan-akhbar-kpk-18-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
19-12-20,998,76242,,,,1153,91969,112,56,1,433,https://kpkesihatan.com/2020/12/19/kenyataan-akhbar-kpk-19-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
20-12-20,1067,77309,,,,1340,93309,116,57,4,437,https://kpkesihatan.com/2020/12/20/kenyataan-akhbar-kpk-20-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
21-12-20,1084,78393,,,,2018,95327,109,55,1,438,https://kpkesihatan.com/2020/12/21/kenyataan-akhbar-kpk-21-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
22-12-20,911,79304,,,,2062,97389,111,51,1,439,https://kpkesihatan.com/2020/12/22/kenyataan-akhbar-kpk-22-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
23-12-20,710,80014,,,,1348,98737,102,44,5,444,https://kpkesihatan.com/2020/12/23/kenyataan-akhbar-kpk-23-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
24-12-20,1085,81099,,,,1581,100318,102,45,2,446,https://kpkesihatan.com/2020/12/24/kenyataan-akhbar-kpk-24-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
25-12-20,1441,82540,,,,1247,101565,108,47,3,449,https://kpkesihatan.com/2020/12/25/kenyataan-akhbar-kpk-25-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
26-12-20,874,83414,,,,2335,103900,108,50,2,451,https://kpkesihatan.com/2020/12/26/kenyataan-akhbar-kpk-26-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
27-12-20,997,84411,,,,1196,105096,111,50,1,452,https://kpkesihatan.com/2020/12/27/kenyataan-akhbar-kpk-27-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
28-12-20,1181,85592,,,,1594,106690,116,53,3,455,https://kpkesihatan.com/2020/12/28/kenyataan-akhbar-kpk-28-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
29-12-20,1123,86715,,,,1925,108615,117,55,2,457,https://kpkesihatan.com/2020/12/29/kenyataan-akhbar-kpk-29-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
30-12-20,745,87460,,,,1870,110485,131,62,6,463,https://kpkesihatan.com/2020/12/30/kenyataan-akhbar-kpk-30-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
31-12-20,1481,88941,,,,2525,113010,131,60,8,471,https://kpkesihatan.com/2020/12/31/kenyataan-akhbar-kpk-31-disember-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
01-01-21,2230,91171,,,,2068,115078,126,54,3,474,https://kpkesihatan.com/2021/01/01/kenyataan-akhbar-kpk-1-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
02-01-21,3321,94492,,,,2295,117373,125,51,9,483,https://kpkesihatan.com/2021/01/02/kenyataan-akhbar-kpk-2-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
03-01-21,2726,97218,,,,1704,119077,124,51,11,494,https://kpkesihatan.com/2021/01/03/kenyataan-akhbar-kpk-3-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
04-01-21,1010,98228,,,,1741,120818,122,53,7,501,https://kpkesihatan.com/2021/01/04/kenyataan-akhbar-kpk-4-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
05-01-21,1221,99449,,,,2027,122845,123,52,8,509,https://kpkesihatan.com/2021/01/05/kenyataan-akhbar-kpk-5-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
06-01-21,1129,100578,,,,2593,125438,141,67,4,513,https://kpkesihatan.com/2021/01/06/kenyataan-akhbar-kpk-6-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
07-01-21,2145,102723,,,,3027,128465,142,63,8,521,https://kpkesihatan.com/2021/01/07/kenyataan-akhbar-kpk-7-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
08-01-21,2708,105431,,,,2643,131108,170,82,16,537,https://kpkesihatan.com/2021/01/08/kenyataan-akhbar-kpk-8-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
09-01-21,1401,106832,,,,2451,133559,177,82,5,542,https://kpkesihatan.com/2021/01/09/kenyataan-akhbar-kpk-9-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
10-01-21,1277,108109,,,,2433,135992,171,76,9,551,https://kpkesihatan.com/2021/01/10/kenyataan-akhbar-kpk-10-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
11-01-21,1006,109115,,,,2232,138224,187,87,4,555,https://kpkesihatan.com/2021/01/11/kenyataan-akhbar-kpk-11-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
12-01-21,1469,110584,,,,3309,141533,190,83,4,559,https://kpkesihatan.com/2021/01/12/kenyataan-akhbar-kpk-12-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
13-01-21,994,111578,,,,2985,144518,197,79,4,563,https://kpkesihatan.com/2021/01/13/kenyataan-akhbar-kpk-13-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
14-01-21,1710,113288,,,,3337,147855,195,86,15,578,https://kpkesihatan.com/2021/01/14/kenyataan-akhbar-kpk-14-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
15-01-21,1939,115227,,,,3211,151066,204,87,8,586,https://kpkesihatan.com/2021/01/15/kenyataan-akhbar-kpk-15-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
16-01-21,2148,117375,,,,4029,155095,205,79,8,594,https://kpkesihatan.com/2021/01/16/kenyataan-akhbar-kpk-16-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
17-01-21,2676,120051,,,,3339,158434,240,93,7,601,https://kpkesihatan.com/2021/01/17/kenyataan-akhbar-kpk-17-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
18-01-21,2293,122344,,,,3306,161740,226,94,4,605,https://kpkesihatan.com/2021/01/18/kenyataan-akhbar-kpk-18-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
19-01-21,2944,125288,,,,3631,165371,238,96,14,619,https://kpkesihatan.com/2021/01/19/kenyataan-akhbar-kpk-19-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
20-01-21,2374,127662,5,4003,41087,4008,169379,246,96,11,630,https://kpkesihatan.com/2021/01/20/kenyataan-akhbar-kpk-20-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
21-01-21,2490,130152,8,3162,41755,3170,172549,260,103,12,642,https://kpkesihatan.com/2021/01/21/kenyataan-akhbar-kpk-21-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
22-01-21,2554,132706,6,3625,42814,3631,176180,251,102,18,660,https://kpkesihatan.com/2021/01/22/kenyataan-akhbar-kpk-22-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
23-01-21,4313,137019,11,4264,42769,4275,180455,260,103,7,667,https://kpkesihatan.com/2021/01/23/kenyataan-akhbar-kpk-23-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
24-01-21,4427,141446,7,3339,41677,3346,183801,265,102,11,678,https://kpkesihatan.com/2021/01/24/kenyataan-akhbar-kpk-24-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
25-01-21,3638,145084,8,3040,41076,3048,186849,261,101,11,689,https://kpkesihatan.com/2021/01/25/kenyataan-akhbar-kpk-25-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
26-01-21,4076,149160,2,3583,40574,3585,190434,280,111,11,700,https://kpkesihatan.com/2021/01/26/kenyataan-akhbar-kpk-26-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
27-01-21,1858,151018,6,3674,42389,3680,194114,314,122,7,707,https://kpkesihatan.com/2021/01/27/kenyataan-akhbar-kpk-27-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
28-01-21,3281,154299,8,4086,43192,4094,198208,303,118,10,717,https://kpkesihatan.com/2021/01/28/kenyataan-akhbar-kpk-28-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
29-01-21,3423,157722,7,5718,45478,5725,203933,301,115,16,733,https://kpkesihatan.com/2021/01/29/kenyataan-akhbar-kpk-29-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
30-01-21,3805,161527,5,5723,47388,5728,209661,319,120,13,746,https://kpkesihatan.com/2021/01/30/kenyataan-akhbar-kpk-30-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
31-01-21,4522,166049,3,5295,48150,5298,214959,313,127,14,760,https://kpkesihatan.com/2021/01/31/kenyataan-akhbar-kpk-31-januari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
01-02-21,4280,170329,9,4205,48074,4214,219173,316,137,10,770,https://kpkesihatan.com/2021/02/01/kenyataan-akhbar-kpk-1-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
02-02-21,3661,173990,5,3450,47847,3455,222628,327,145,21,791,https://kpkesihatan.com/2021/02/02/kenyataan-akhbar-kpk-2-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
03-02-21,3804,177794,6,4278,48309,4284,226912,307,141,18,809,https://kpkesihatan.com/2021/02/03/kenyataan-akhbar-kpk-3-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
04-02-21,4092,181886,3,4568,48771,4571,231483,308,135,17,826,https://kpkesihatan.com/2021/02/04/kenyataan-akhbar-kpk-4-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
05-02-21,3392,185278,4,3387,48751,3391,234874,310,134,19,845,https://kpkesihatan.com/2021/02/05/kenyataan-akhbar-kpk-5-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
06-02-21,1692,186970,4,3843,50894,3847,238721,305,139,12,857,https://kpkesihatan.com/2021/02/06/kenyataan-akhbar-kpk-6-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
07-02-21,3369,190339,8,3723,51241,3731,242452,292,140,15,872,https://kpkesihatan.com/2021/02/07/kenyataan-akhbar-kpk-7-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
08-02-21,2340,192679,1,3099,51977,3100,245552,282,134,24,896,https://kpkesihatan.com/2021/02/08/kenyataan-akhbar-kpk-8-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
09-02-21,3887,196566,6,2758,50841,2764,248316,289,127,13,909,https://kpkesihatan.com/2021/02/09/kenyataan-akhbar-kpk-9-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
10-02-21,1929,198495,5,3283,52186,3288,251604,285,131,14,923,https://kpkesihatan.com/2021/02/10/kenyataan-akhbar-kpk-10-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
11-02-21,3774,202269,15,3369,51783,3384,254988,259,122,13,936,https://kpkesihatan.com/2021/02/11/kenyataan-akhbar-kpk-11-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
12-02-21,3505,205774,7,3311,51579,3318,258306,258,119,17,953,https://kpkesihatan.com/2021/02/12/kenyataan-akhbar-kpk-12-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
13-02-21,3515,209289,1,3498,51558,3499,261805,263,118,5,958,https://kpkesihatan.com/2021/02/13/kenyataan-akhbar-kpk-13-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
14-02-21,4525,213814,3,2461,49490,2464,264269,260,111,7,965,https://kpkesihatan.com/2021/02/14/kenyataan-akhbar-kpk-14-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
15-02-21,4521,218335,1,2175,47135,2176,266445,260,112,10,975,https://kpkesihatan.com/2021/02/15/kenyataan-akhbar-kpk-15-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
16-02-21,5718,224053,0,2720,44129,2720,269165,253,118,8,983,https://kpkesihatan.com/2021/02/16/kenyataan-akhbar-kpk-16-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
17-02-21,5709,229762,7,2991,41396,2998,272163,231,115,22,1005,https://kpkesihatan.com/2021/02/17/kenyataan-akhbar-kpk-17-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
18-02-21,5320,235082,4,2708,38763,2712,274875,227,103,25,1030,https://kpkesihatan.com/2021/02/18/kenyataan-akhbar-kpk-18-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
19-02-21,4889,239971,17,2919,36797,2936,277811,220,104,13,1043,https://kpkesihatan.com/2021/02/19/kenyataan-akhbar-kpk-19-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
20-02-21,4782,244753,0,2461,34468,2461,280272,207,91,8,1051,https://kpkesihatan.com/2021/02/20/kenyataan-akhbar-kpk-20-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
21-02-21,4456,249209,6,3291,33304,3297,283569,209,91,5,1056,https://kpkesihatan.com/2021/02/21/kenyataan-akhbar-kpk-21-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
22-02-21,3414,252623,3,2189,32076,2192,285761,199,91,6,1062,https://kpkesihatan.com/2021/02/22/kenyataan-akhbar-kpk-22-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
23-02-21,4055,256678,4,2464,30475,2468,288229,196,92,14,1076,https://kpkesihatan.com/2021/02/23/kenyataan-akhbar-kpk-23-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
24-02-21,3331,260009,1,3544,30677,3545,291774,189,88,12,1088,https://kpkesihatan.com/2021/02/24/kenyataan-akhbar-kpk-24-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
25-02-21,3752,263761,6,1918,28837,1924,293698,205,91,12,1100,https://kpkesihatan.com/2021/02/25/kenyataan-akhbar-kpk-25-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
26-02-21,3085,266846,7,2246,27994,2253,295951,201,93,11,1111,https://kpkesihatan.com/2021/02/26/kenyataan-akhbar-kpk-26-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
27-02-21,3320,270166,1,2363,27028,2364,298315,190,99,10,1121,https://kpkesihatan.com/2021/02/27/kenyataan-akhbar-kpk-27-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
28-02-21,3251,273417,2,2435,26205,2437,300752,202,93,9,1130,https://kpkesihatan.com/2021/02/28/kenyataan-akhbar-kpk-28-februari-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
01-03-21,2486,275903,7,1821,25542,1828,302580,198,90,5,1135,https://kpkesihatan.com/2021/03/01/kenyataan-akhbar-kpk-1-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
02-03-21,2528,278431,3,1552,24563,1555,304135,204,96,6,1141,https://kpkesihatan.com/2021/03/02/kenyataan-akhbar-kpk-2-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
03-03-21,2276,280707,2,1743,24025,1745,305880,195,95,7,1148,https://kpkesihatan.com/2021/03/03/kenyataan-akhbar-kpk-3-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
04-03-21,2922,283629,9,2054,23161,2063,307943,193,99,5,1153,https://kpkesihatan.com/2021/03/04/kenyataan-akhbar-kpk-4-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
05-03-21,3275,286904,5,2149,22034,2154,310097,184,87,6,1159,https://kpkesihatan.com/2021/03/05/kenyataan-akhbar-kpk-5-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
06-03-21,2548,289452,3,1677,21159,1680,311777,172,84,7,1166,https://kpkesihatan.com/2021/03/06/kenyataan-akhbar-kpk-6-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
07-03-21,2506,291958,10,1673,20333,1683,313460,174,81,3,1169,https://kpkesihatan.com/2021/03/07/kenyataan-akhbar-kpk-7-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
08-03-21,2076,294034,9,1520,19778,1529,314989,160,79,8,1177,https://kpkesihatan.com/2021/03/08/kenyataan-akhbar-kpk-8-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
09-03-21,2345,296379,2,1278,18704,1280,316269,155,76,9,1186,https://kpkesihatan.com/2021/03/09/kenyataan-akhbar-kpk-9-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
10-03-21,2137,298516,10,1438,18010,1448,317717,151,72,5,1191,https://kpkesihatan.com/2021/03/10/kenyataan-akhbar-kpk-10-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
11-03-21,2104,300620,5,1642,17544,1647,319364,147,61,9,1200,https://kpkesihatan.com/2021/03/11/kenyataan-akhbar-kpk-11-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
12-03-21,2042,302662,7,1568,17074,1575,320939,147,67,3,1203,https://kpkesihatan.com/2021/03/12/kenyataan-akhbar-kpk-12-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
13-03-21,1830,304492,12,1458,16711,1470,322409,162,70,3,1206,https://kpkesihatan.com/2021/03/13/kenyataan-akhbar-kpk-13-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
14-03-21,1782,306274,14,1340,16279,1354,323763,158,71,4,1210,https://kpkesihatan.com/2021/03/14/kenyataan-akhbar-kpk-14-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
15-03-21,1973,308247,9,1199,15511,1208,324971,155,70,3,1213,https://kpkesihatan.com/2021/03/15/kenyataan-akhbar-kpk-15-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
16-03-21,1365,309612,4,1059,15204,1063,326034,152,68,5,1218,https://kpkesihatan.com/2021/03/16/kenyataan-akhbar-kpk-16-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
17-03-21,1346,310958,7,1212,15075,1219,327253,154,64,2,1220,https://kpkesihatan.com/2021/03/17/kenyataan-akhbar-kpk-17-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
18-03-21,1503,312461,6,1207,14782,1213,328466,155,54,3,1223,https://kpkesihatan.com/2021/03/18/kenyataan-akhbar-kpk-18-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
19-03-21,1996,314457,11,1565,14360,1576,330042,151,57,2,1225,https://kpkesihatan.com/2021/03/19/kenyataan-akhbar-kpk-19-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
20-03-21,1585,316042,2,1669,14442,1671,331713,151,64,4,1229,https://kpkesihatan.com/2021/03/20/kenyataan-akhbar-kpk-20-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
21-03-21,1247,317289,11,1316,14518,1327,333040,154,65,4,1233,https://kpkesihatan.com/2021/03/21/kenyataan-akhbar-kpk-21-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
22-03-21,1495,318784,8,1108,14134,1116,334156,156,60,5,1238,https://kpkesihatan.com/2021/03/22/kenyataan-akhbar-kpk-22-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
23-03-21,1058,319842,9,1375,14454,1384,335540,148,62,6,1244,https://kpkesihatan.com/2021/03/23/kenyataan-akhbar-kpk-23-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
24-03-21,1083,320925,5,1263,14637,1268,336808,161,73,2,1246,https://kpkesihatan.com/2021/03/24/kenyataan-akhbar-kpk-24-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
25-03-21,1491,322416,1,1359,14504,1360,338168,157,72,2,1248,https://kpkesihatan.com/2021/03/25/kenyataan-akhbar-kpk-25-mac-2021-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
