Date,JOHOR,JUMLAH KESELURUHAN,KEDAH,KELANTAN,MELAKA,NEGERI SEMBILAN,PAHANG,PERAK,PERLIS,PULAU PINANG,SABAH,SARAWAK,SELANGOR,TERENGGANU,WP KUALA LUMPUR,WP LABUAN,WP PUTRAJAYA
2020-03-27,259,2161,73,98,33,138,70,159,10,80,182,110,546,41,337,5,20
2020-03-28,285,2320,74,108,42,153,84,165,10,86,197,118,579,45,344,10,20
2020-03-29,309,2470,75,123,43,162,96,176,10,87,197,129,612,47,372,10,22
2020-03-30,333,2626,77,127,50,172,99,184,11,88,201,135,672,47,396,10,24
2020-03-31,349,2766,77,131,52,181,102,189,12,94,206,156,704,47,430,10,26
2020-04-01,368,2908,79,134,63,189,111,194,12,96,209,188,726,48,455,10,26
2020-04-02,395,3116,80,137,70,207,114,200,12,98,210,211,800,50,488,10,34
2020-04-03,416,3333,81,137,73,211,127,205,12,98,215,239,863,68,543,10,35
2020-04-04,422,3483,81,139,75,220,151,207,12,99,225,246,890,74,595,11,36
2020-04-05,438,3662,82,141,89,231,158,213,13,101,238,261,943,84,622,11,37
2020-04-06,468,3793,85,142,99,239,161,219,13,101,240,273,970,90,640,12,41
2020-04-07,478,3963,90,147,103,261,166,233,17,102,241,288,1020,90,671,13,43
2020-04-08,496,4119,91,147,116,270,169,237,17,108,248,306,1078,93,685,13,45
2020-04-09,503,4228,93,148,119,281,183,241,17,108,248,312,1118,98,699,13,47
2020-04-10,523,4346,93,149,133,292,187,242,17,109,250,327,1148,101,713,13,49
2020-04-11,544,4530,93,151,141,309,214,243,17,114,260,334,1183,102,759,15,51
2020-04-12,558,4683,93,152,144,318,225,244,17,116,266,342,1236,102,803,15,52
2020-04-13,579,4817,93,154,144,360,225,247,17,116,280,348,1249,106,830,15,54
2020-04-14,587,4987,93,154,147,362,236,250,18,119,285,363,1299,106,899,15,54
2020-04-15,601,5072,94,154,147,363,253,250,18,119,285,371,1316,106,926,15,54
2020-04-16,614,5182,94,155,147,389,261,251,18,119,288,387,1329,108,952,15,55
2020-04-17,623,5251,94,155,148,402,262,252,18,119,293,397,1338,108,971,16,55
2020-04-18,639,5305,94,155,148,405,264,252,18,119,303,403,1340,109,985,16,55
2020-04-19,642,5389,94,155,185,405,269,252,18,119,306,408,1343,109,1004,16,64
2020-04-20,644,5425,94,155,187,408,271,252,18,119,308,414,1345,109,1008,16,77
2020-04-21,645,5482,94,155,188,409,279,252,18,119,308,436,1356,109,1021,16,77
2020-04-22,648,5532,95,155,189,411,285,252,18,119,308,455,1357,109,1037,16,78
2020-04-23,651,5603,95,155,189,431,286,252,18,119,309,459,1369,110,1066,16,78
2020-04-24,655,5691,95,155,192,433,287,252,18,119,311,468,1387,110,1115,16,78
2020-04-25,655,5742,95,155,192,433,288,252,18,119,311,478,1388,110,1154,16,78
2020-04-26,659,5780,95,155,193,434,288,252,18,121,311,485,1394,110,1170,16,79
2020-04-27,659,5820,95,155,193,435,288,253,18,121,312,488,1398,110,1200,16,79
2020-04-28,660,5851,95,155,193,436,288,253,18,121,313,496,1403,110,1214,16,80
2020-04-29,660,5945,95,155,193,508,293,253,18,121,315,502,1404,110,1222,16,80
2020-04-30,663,6002,95,155,198,513,294,253,18,121,315,507,1431,110,1232,16,81
2020-05-01,666,6071,95,155,199,513,297,253,18,121,315,509,1455,110,1264,16,85
2020-05-02,667,6176,95,155,201,521,305,253,18,121,315,518,1518,110,1278,16,85
2020-05-03,667,6298,95,155,204,592,305,253,18,121,316,523,1529,110,1308,16,86
2020-05-04,667,6353,95,155,207,598,305,253,18,121,316,523,1550,110,1333,16,86
2020-05-05,667,6383,95,155,207,598,305,253,18,121,316,525,1555,110,1356,16,86
2020-05-06,667,6428,95,155,208,600,305,253,18,121,316,536,1564,110,1378,16,86
2020-05-07,667,6467,95,155,209,600,305,253,18,121,317,537,1580,110,1398,16,86
2020-05-08,667,6535,95,155,209,653,306,253,18,121,317,538,1586,110,1404,16,87
2020-05-09,667,6589,95,155,210,681,306,253,18,121,317,542,1596,110,1414,16,88
2020-05-10,667,6656,95,155,210,726,308,255,18,121,317,543,1604,110,1423,16,88
2020-05-11,667,6726,95,155,211,742,312,255,18,121,327,543,1607,110,1458,16,89
2020-05-12,667,6742,95,155,211,742,312,255,18,121,328,543,1610,110,1470,16,89
2020-05-13,667,6779,95,155,213,764,315,255,18,121,330,544,1612,110,1475,16,89
2020-05-14,668,6819,95,155,214,775,323,255,18,121,330,544,1613,110,1493,16,89
2020-05-15,668,6855,95,155,215,776,328,255,18,121,330,544,1627,110,1508,16,89
2020-05-16,668,6872,95,155,215,776,335,255,18,121,331,544,1628,110,1515,16,90
2020-05-17,668,6894,95,155,215,776,336,255,18,121,331,544,1636,110,1528,16,90
2020-05-18,668,6941,95,155,215,776,336,255,18,121,331,544,1644,110,1566,16,91
2020-05-19,669,6978,95,155,215,776,338,255,18,121,337,544,1650,110,1588,16,91
2020-05-20,669,7009,96,156,215,776,338,255,18,121,338,544,1665,111,1598,16,93
2020-05-21,669,7059,96,156,215,778,339,255,18,121,338,544,1673,111,1637,16,93
2020-05-22,669,7137,96,156,216,791,341,255,18,121,340,545,1693,111,1676,16,93
2020-05-23,670,7185,96,156,216,792,344,255,18,121,341,545,1730,111,1681,16,93
2020-05-24,671,7245,96,156,216,792,344,255,18,121,343,545,1776,111,1692,16,93
2020-05-25,671,7417,96,156,216,792,344,255,18,121,343,549,1829,111,1807,16,93
2020-05-26,671,7604,96,156,216,793,344,255,18,121,343,549,1838,111,1984,16,93
2020-05-27,671,7619,96,156,216,793,344,255,18,121,344,552,1843,111,1990,16,93
2020-05-28,671,7629,96,156,216,793,345,255,18,121,344,552,1845,111,1997,16,93
2020-05-29,674,7732,96,156,216,852,346,255,18,121,346,552,1873,111,2007,16,93
2020-05-30,675,7762,96,156,218,856,346,256,18,121,346,552,1878,111,2020,16,97
2020-05-31,675,7819,96,156,219,858,361,256,18,121,346,552,1909,111,2028,16,97
2020-06-01,675,7857,96,156,232,860,361,256,18,121,347,552,1920,111,2039,16,97
2020-06-02,676,7877,96,156,233,866,361,256,18,121,348,552,1926,111,2044,16,97
2020-06-03,676,7970,96,156,233,902,361,256,18,121,348,552,1928,111,2099,16,97
2020-06-04,676,8247,96,156,233,905,362,256,18,121,348,552,1930,111,2370,16,97
2020-06-05,676,8266,96,156,234,905,363,256,18,121,351,553,1939,111,2374,16,97
2020-06-06,676,8303,96,156,234,910,363,256,18,121,351,555,1953,111,2389,17,97
2020-06-07,676,8322,96,156,234,911,363,256,18,121,353,555,1965,111,2393,17,97
2020-06-08,676,8329,96,156,235,911,363,256,18,121,355,555,1968,111,2394,17,97
2020-06-09,676,8336,96,156,235,911,363,256,18,121,355,555,1971,111,2398,17,97
2020-06-10,677,8338,96,156,235,911,363,256,18,121,355,556,1971,111,2398,17,97
2020-06-11,677,8369,96,156,246,927,363,256,18,121,355,556,1974,111,2399,17,97
2020-06-12,678,8402,96,156,250,931,363,256,18,121,356,556,1987,111,2409,17,97
2020-06-13,680,8445,96,156,252,957,365,257,18,121,358,556,1994,111,2410,17,97
2020-06-14,680,8453,96,156,253,957,365,257,18,121,358,557,1996,111,2414,17,97
2020-06-15,683,8494,96,156,255,989,365,257,18,121,359,557,1998,111,2415,17,97
2020-06-16,684,8505,96,156,255,993,365,257,18,121,359,560,1999,111,2417,17,97
2020-06-17,684,8515,96,156,255,994,365,257,18,121,361,561,2004,111,2418,17,97
2020-06-18,686,8529,96,156,255,994,365,258,18,121,362,565,2006,111,2422,17,97
2020-06-19,686,8535,96,156,255,995,365,258,18,121,362,566,2009,111,2423,17,97
2020-06-20,686,8556,96,156,255,996,365,258,18,121,363,566,2021,111,2430,17,97
2020-06-21,687,8572,96,156,256,1002,365,258,18,121,364,569,2025,111,2430,17,97
2020-06-22,688,8587,96,156,256,1014,365,258,18,121,364,569,2027,111,2430,17,97
2020-06-23,688,8590,96,156,256,1015,365,258,18,121,366,569,2027,111,2430,17,97
2020-06-24,688,8596,96,156,256,1015,365,258,18,121,366,570,2032,111,2430,17,97
2020-06-25,689,8600,96,157,256,1015,365,258,18,121,366,570,2034,111,2430,17,97
2020-06-26,691,8606,97,157,256,1015,365,258,18,121,366,570,2036,111,2431,17,97
2020-06-27,691,8616,97,157,256,1016,365,258,18,121,368,570,2039,111,2435,17,97
2020-06-28,691,8634,97,157,256,1025,365,258,18,121,370,571,2044,111,2436,17,97
2020-06-29,691,8637,97,157,256,1025,365,258,18,121,371,571,2046,111,2436,17,97
2020-06-30,691,8639,97,157,256,1025,365,258,18,121,372,571,2047,111,2436,17,97
2020-07-01,691,8640,97,157,256,1025,365,258,18,121,372,571,2048,111,2436,17,97
2020-07-02,692,8643,97,157,256,1025,365,258,18,121,373,571,2048,111,2437,17,97
2020-07-03,692,8648,97,157,256,1025,365,258,18,121,375,571,2051,111,2437,17,97
2020-07-04,692,8658,97,157,256,1026,365,258,18,121,376,571,2058,111,2438,17,97
2020-07-05,692,8663,97,157,256,1027,365,258,18,121,378,571,2060,111,2438,17,97
2020-07-06,693,8668,97,157,256,1027,365,258,18,121,378,572,2062,111,2439,17,97
2020-07-07,694,8674,97,157,256,1027,365,258,18,121,378,572,2065,111,2441,17,97
2020-07-08,694,8677,97,157,256,1027,365,258,18,121,378,573,2066,111,2442,17,97
2020-07-09,696,8683,97,157,256,1027,365,258,18,121,378,573,2070,111,2442,17,97
2020-07-10,697,8696,98,157,256,1027,365,258,18,121,378,575,2076,111,2445,17,97
2020-07-11,699,8704,98,157,256,1027,365,258,18,121,379,577,2079,111,2445,17,97
